category,main_category,state,backers,country,usd_pledged_real,usd_goal_real,project_time
Shorts,Film & Video,canceled,0,US,0,1500,39
Software,Technology,failed,29,US,2450,35000,59
Fashion,Fashion,failed,22,US,1405,20000,59
Live Games,Games,failed,3,US,150,10000,42
Video Games,Games,canceled,1,US,8,25000,29
Technology,Technology,failed,4,US,70,5000,44
Comedy,Film & Video,successful,11,US,3506,3500,29
Web,Journalism,successful,41,US,690,500,6
Music,Music,failed,3,US,70,2000,29
Webseries,Film & Video,successful,31,GB,2144.29,1458.7,54
Food Trucks,Food,failed,2,GB,15.65,7823.38,59
Movie Theaters,Film & Video,failed,4,US,300,50000,29
Product Design,Design,failed,6,AU,400.38,35606.9,29
Hardware,Technology,successful,25,CH,3989.73,2961.21,59
Software,Technology,failed,2,DE,27.47,2324.3,5
Film & Video,Film & Video,failed,0,US,0,25000,29
Gadgets,Technology,failed,26,US,24472,70000,29
Hardware,Technology,failed,1,US,25,50000,44
Spaces,Theater,failed,37,US,4635,109225,29
Product Design,Design,failed,12,US,525,5000,29
Technology,Technology,failed,16,US,2566,85000,31
Publishing,Publishing,failed,1,US,2,500,59
Shorts,Film & Video,successful,37,US,2511,2450,29
Rock,Music,failed,3,US,120,150000,45
Documentary,Film & Video,failed,31,US,3586,21400,29
Performance Art,Art,successful,6,GB,100.58,98.93,17
Music,Music,failed,1,US,1,1000,29
Video Games,Games,failed,5194,US,268964.32,600000,29
Painting,Art,successful,9,CA,591.52,116.8,29
Public Art,Art,failed,2,US,75,1200,29
Food,Food,failed,0,US,0,529,29
Fiction,Publishing,failed,9,US,355,2850,29
Animation,Film & Video,successful,1031,US,40233.72,22000,29
Film & Video,Film & Video,successful,57,US,1621.43,800,29
Product Design,Design,successful,280,US,45386,45000,59
Nonfiction,Publishing,failed,15,US,571,2000,29
Fantasy,Film & Video,successful,54,GB,1805.57,1742.22,9
Hip-Hop,Music,successful,54,US,6055,6000,29
Experimental,Film & Video,failed,2,US,60,5000,29
Ready-to-wear,Fashion,failed,1,IT,28,1680.3,31
Nonfiction,Publishing,failed,1,US,115,5500,29
Country & Folk,Music,successful,77,US,3457.77,3000,29
Vegan,Food,failed,3,US,11,1500,29
Shorts,Film & Video,failed,3,GB,40.04,1601.64,12
Print,Journalism,failed,3,US,225,60000,29
Anthologies,Comics,successful,88,US,3400,3000,29
Electronic Music,Music,failed,32,US,1140,2500,29
Theater,Theater,failed,10,GB,688.65,7485.37,29
Footwear,Fashion,failed,34,CA,4914.93,22888.53,50
Public Art,Art,failed,1,IT,1.09,2184.41,29
Documentary,Film & Video,successful,585,US,50708.45,45000,29
Film & Video,Film & Video,successful,38,US,3560,3500,29
Publishing,Publishing,canceled,4,SE,270.73,4131.38,23
Art,Art,successful,101,US,4623,3500,16
Art,Art,successful,208,US,9007.02,8000,42
Nonfiction,Publishing,failed,26,DE,5710.39,21130.03,57
Illustration,Art,failed,43,GB,236.38,291.83,29
Live Games,Games,canceled,0,US,0,500000,29
Narrative Film,Film & Video,failed,4,US,532,250000,29
Fiction,Publishing,failed,12,US,1151,2168,34
Fashion,Fashion,canceled,1,US,30,20000,49
Illustration,Art,failed,10,US,245,5000,17
Comics,Comics,successful,58,US,2824,2500,34
Fashion,Fashion,canceled,11,US,431,3000,29
Pop,Music,successful,17,US,2110,2000,69
Photobooks,Photography,failed,13,AU,321.23,15555.73,44
Nonfiction,Publishing,failed,1,US,25,3500,29
Music,Music,successful,1870,US,72406.76,35000,28
DIY,Crafts,failed,24,US,361,3000,29
World Music,Music,successful,47,US,1541,1500,25
Footwear,Fashion,failed,3,US,72,20000,29
Indie Rock,Music,successful,56,US,4007,3500,28
Performance Art,Art,successful,593,US,43312,20000,29
Webseries,Film & Video,successful,17,US,1105,1000,29
Fashion,Fashion,canceled,19,GB,425.17,64812.17,29
Rock,Music,successful,19,US,1036,1000,29
Experimental,Film & Video,failed,4,US,170,500,14
Art,Art,failed,0,US,0,1000,35
Interactive Design,Design,successful,17,GB,939.59,817.03,9
Space Exploration,Technology,successful,65,US,4125,3000,37
Tabletop Games,Games,successful,70,US,7703,5000,31
Graphic Novels,Comics,successful,104,US,4646,4200,29
Fiction,Publishing,failed,7,US,147,1100,37
Fashion,Fashion,failed,28,US,1917,20000,29
Calendars,Publishing,failed,1,CA,34.91,379.45,29
Music,Music,successful,134,US,8938,8888,38
Drama,Film & Video,successful,45,US,10128,10000,29
Shorts,Film & Video,successful,45,US,7859,7500,27
Festivals,Theater,successful,20,US,8601,8500,30
Calendars,Publishing,successful,14,US,351,300,29
Children's Books,Publishing,successful,24,US,4345,4000,29
Metal,Music,failed,7,US,220,20000,44
Video Games,Games,successful,16,CA,518.84,239.46,6
Product Design,Design,failed,7,NZ,493.33,7025.21,59
Product Design,Design,canceled,1,US,389,3000,19
Immersive,Theater,successful,28,GB,840.47,785.48,29
Fashion,Fashion,successful,411,NZ,54687.72,35048.37,29
Art,Art,failed,5,US,52,10000,35
Webseries,Film & Video,failed,1,FR,17.61,6458.13,59
Comedy,Theater,failed,2,US,56,1000,59
Product Design,Design,successful,131,FR,20302.45,16802.96,29
Indie Rock,Music,successful,49,US,2254.84,2000,44
Product Design,Design,successful,68,US,6202,5000,27
Rock,Music,successful,86,DK,7408.38,2381.86,30
Shorts,Film & Video,canceled,1,US,25,1000,13
Shorts,Film & Video,successful,84,US,5256.11,5000,29
Shorts,Film & Video,successful,11,GB,356.26,316.68,29
Country & Folk,Music,successful,68,US,8940,7800,26
Photobooks,Photography,failed,0,US,0,5000,59
Architecture,Design,failed,1,US,1,1100000,31
Tabletop Games,Games,failed,9,NZ,587.63,82667.4,34
Theater,Theater,failed,20,US,725,15180,30
Rock,Music,successful,108,US,4621,4000,30
Printing,Crafts,failed,2,SE,29.2,1030.42,29
Music,Music,failed,0,US,0,1800,33
Fashion,Fashion,failed,1,GB,1.3,1103.84,29
Graphic Design,Design,failed,10,US,760,10000,9
Documentary,Film & Video,canceled,4,US,151,10000,29
Art,Art,successful,352,US,14653.44,14575,55
Photography,Photography,failed,1,GB,8.49,4247.01,28
Apparel,Fashion,canceled,0,US,0,1400,29
Art,Art,failed,30,US,6981,11160,20
Mobile Games,Games,failed,2,IT,6.54,32712.17,29
Drama,Film & Video,successful,17,US,902,700,16
Art,Art,successful,29,GB,1034.71,730.73,20
Technology,Technology,canceled,92,US,4496,110000,39
Pop,Music,successful,173,US,10562,10000,29
Product Design,Design,failed,19,US,4300,25000,44
Children's Books,Publishing,failed,4,US,92,8000,29
Film & Video,Film & Video,failed,1,US,25,2000,29
Immersive,Theater,successful,47,US,3176,3000,29
Indie Rock,Music,failed,28,US,1257,1750,44
Electronic Music,Music,failed,1,US,19,7600,51
Art,Art,failed,1,CA,14.92,3730.23,19
Places,Photography,successful,11,US,850,650,14
Product Design,Design,failed,67,GB,10267.31,328186.28,29
Web,Technology,failed,55,US,6726,8000,29
Performances,Dance,failed,6,US,53,1000,29
Documentary,Film & Video,failed,1,CA,8.56,278205.79,49
Documentary,Film & Video,failed,24,US,2459.44,7300,29
Hardware,Technology,suspended,9,CA,997.93,2301142.9,59
Rock,Music,failed,11,US,430,10000,44
Robots,Technology,failed,15,US,3290,20000,34
Publishing,Publishing,successful,10,CA,487.2,400,29
Film & Video,Film & Video,successful,20,US,500.49,500,24
Farms,Food,canceled,1,GB,153.76,153756.27,12
Shorts,Film & Video,failed,0,US,0,1000,44
Shorts,Film & Video,failed,6,US,120,12872,35
Music,Music,successful,40,US,2077,1900,20
World Music,Music,failed,1,MX,32.44,432.5,16
Tabletop Games,Games,successful,1077,US,94586,28000,20
Apparel,Fashion,failed,82,US,6717,20000,35
Poetry,Publishing,failed,0,US,0,200,29
Games,Games,failed,0,US,0,10000,29
Web,Technology,failed,2,US,75,200000,29
Music,Music,successful,791,US,54268.5,25000,30
Product Design,Design,failed,18,US,872,23000,29
Theater,Theater,successful,42,US,2240,2000,39
Publishing,Publishing,failed,33,GB,1734.19,2271.87,29
Graphic Novels,Comics,failed,26,US,1241,30000,29
Documentary,Film & Video,failed,27,US,4580,30000,29
Architecture,Design,failed,4,GB,345.48,13186.35,24
Product Design,Design,successful,298,US,29078,10000,49
Dance,Dance,successful,22,US,5150,5000,29
Film & Video,Film & Video,failed,2,US,35,1000,29
Narrative Film,Film & Video,successful,160,US,65212,50000,29
Product Design,Design,successful,78,US,2777.51,2500,29
Apparel,Fashion,failed,0,US,0,50000,44
Fiction,Publishing,successful,19,US,470,300,24
Shorts,Film & Video,successful,196,US,27677,25000,31
Classical Music,Music,successful,146,CA,21477.84,14995.88,39
Photobooks,Photography,failed,0,US,0,10000,59
Shorts,Film & Video,failed,1,US,1.75,40000,32
Nonfiction,Publishing,successful,96,US,8727,8500,29
Games,Games,canceled,16,US,175,10000,29
Theater,Theater,failed,7,US,325,2500,30
Video,Journalism,failed,1,US,20,31500,44
Jewelry,Fashion,live,0,NL,0,9466.82,42
Hardware,Technology,successful,157,CH,179717.55,15305.97,29
Photography,Photography,failed,0,US,0,25000,15
Fiction,Publishing,failed,4,US,120,12000,32
Product Design,Design,canceled,3,NL,2290.65,282100.18,29
Product Design,Design,failed,78,US,9220,60000,39
Music,Music,failed,1,US,100,2500,29
Film & Video,Film & Video,failed,12,US,385,5000,59
Apparel,Fashion,failed,9,US,551,4000,29
Shorts,Film & Video,successful,43,US,8450,7000,29
Public Art,Art,successful,22,US,580,500,30
Food,Food,failed,20,GB,635.57,36821.21,31
Footwear,Fashion,canceled,59,FR,8562.6,33578.83,44
Public Art,Art,successful,91,US,5020,5000,26
Product Design,Design,failed,81,FR,3817.58,55779.91,30
Painting,Art,failed,2,US,35,30000,44
Design,Design,failed,1,US,10,5000,6
Children's Books,Publishing,failed,1,US,20,20000,28
Apparel,Fashion,failed,2,US,2,43000,29
Software,Technology,failed,0,US,0,50000,29
Tabletop Games,Games,canceled,3,US,180,125000,21
Plays,Theater,successful,46,US,5070,5000,16
Web,Technology,failed,0,GB,0,1723975.8,39
Fiction,Publishing,failed,5,US,110,400,42
Product Design,Design,successful,143,IT,26428.52,16733.97,33
Sculpture,Art,successful,25,US,266.16,213,13
Accessories,Fashion,failed,4,US,55,1000,59
Horror,Film & Video,successful,8,US,2880,250,12
Fiction,Publishing,failed,20,US,1301,12555,22
Product Design,Design,failed,22,AU,1348.63,3786.16,29
Video Games,Games,successful,314,FR,22815.35,16411.56,40
Video Games,Games,canceled,0,US,0,100000,44
Product Design,Design,successful,73,US,20762,20000,29
Nature,Photography,failed,3,US,40,6000,29
Comics,Comics,canceled,5,US,106,30000,44
Photography,Photography,failed,14,US,811,6000,36
Fashion,Fashion,failed,0,US,0,10000,39
Periodicals,Publishing,successful,24,US,2485,2200,28
Art,Art,failed,5,GB,106.18,10618.11,39
Film & Video,Film & Video,canceled,47,US,1484.23,16000,29
Documentary,Film & Video,successful,2395,GB,141072.95,74015.96,29
Children's Books,Publishing,failed,0,US,0,500,29
Indie Rock,Music,successful,25,US,850,750,29
Documentary,Film & Video,failed,6,US,431,8000,41
Music,Music,successful,6,US,5000,5000,28
Pop,Music,successful,134,US,15631,15000,29
Theater,Theater,successful,21,GB,789.25,657.7,29
Theater,Theater,failed,0,US,0,6000,25
Design,Design,canceled,11,US,480,12000,22
Shorts,Film & Video,successful,67,ES,11656.03,11604.97,29
Design,Design,failed,2,US,170,10000,59
Apparel,Fashion,failed,11,US,545,3000,29
Rock,Music,failed,9,US,335,4500,44
Software,Technology,canceled,1,US,1,18000,29
Shorts,Film & Video,failed,0,US,0,3000,51
Live Games,Games,failed,10,GB,492.42,2913.71,29
Product Design,Design,canceled,10,US,576,7500,39
Product Design,Design,successful,2561,US,208884,99000,40
Webseries,Film & Video,failed,0,US,0,3500,29
Fiction,Publishing,failed,3,US,21,6500,29
Shorts,Film & Video,failed,9,US,675,3000,59
Gadgets,Technology,failed,3,CA,374.74,16618.2,34
Mixed Media,Art,failed,3,US,96,600,29
DIY,Crafts,canceled,0,US,0,550,29
Tabletop Games,Games,failed,1,US,1,2000,29
Hip-Hop,Music,failed,0,US,0,100,29
Tabletop Games,Games,failed,117,US,5671,15000,30
Video Games,Games,failed,3,US,35,550,13
Comics,Comics,failed,13,US,440,4000,90
Documentary,Film & Video,failed,2,US,150,19000,14
Fiction,Publishing,successful,77,US,3646,3500,36
Food Trucks,Food,failed,5,US,260,5000,33
Indie Rock,Music,successful,58,US,5048,5000,89
Games,Games,canceled,21,GB,1100.5,70660.75,29
Video Games,Games,failed,26,US,406,8000,33
Comics,Comics,successful,148,US,9207.99,8000,32
Hardware,Technology,failed,20,US,1795,220000,59
Documentary,Film & Video,successful,148,US,12942,12000,29
Children's Books,Publishing,failed,14,GB,482.44,15992.32,29
Classical Music,Music,successful,29,US,2650,2500,16
Tabletop Games,Games,failed,28,CA,1083.39,22933.68,29
Rock,Music,failed,6,US,120,880,29
Music,Music,failed,9,US,355,4000,24
Illustration,Art,failed,0,US,0,20000,29
Hardware,Technology,failed,22,NL,2240.31,38286.51,29
Technology,Technology,canceled,13,AU,1783.74,29027.58,29
Music,Music,failed,2,US,200,1000,29
Science Fiction,Film & Video,failed,79,US,6695,10000,29
Fiction,Publishing,failed,15,US,1265,20000,30
Documentary,Film & Video,successful,201,US,24780,19500,39
Games,Games,failed,4,AU,157.65,157654.11,59
Apparel,Fashion,canceled,2,US,26,25,29
Documentary,Film & Video,successful,30,US,8241,8000,34
Sculpture,Art,successful,32,US,2539,1000,29
Music,Music,successful,203,US,16806,4000,29
Fiction,Publishing,failed,10,NL,366.03,5442.77,29
Documentary,Film & Video,failed,92,US,2065,5000,34
Theater,Theater,failed,10,US,521,13689,36
Restaurants,Food,failed,0,US,0,15000,29
Technology,Technology,failed,7,US,456,1000,29
Woodworking,Crafts,failed,5,GB,168.91,782.01,29
Playing Cards,Games,failed,0,US,0,1000,29
Woodworking,Crafts,failed,0,US,0,5000,29
Video Games,Games,canceled,1,DE,1.12,16802.96,29
Zines,Publishing,failed,2,US,255,2000,30
Art,Art,failed,12,US,1280,15000,29
Film & Video,Film & Video,successful,69,US,6499,5330,34
Art,Art,successful,15,US,720,500,15
Fashion,Fashion,successful,163,US,11641,10000,32
Documentary,Film & Video,failed,4,US,66,42000,29
Comics,Comics,failed,25,GB,837.89,7772.67,29
Fiction,Publishing,canceled,0,US,0,8500,59
Publishing,Publishing,failed,0,US,0,4000,29
Fashion,Fashion,canceled,12,US,698,4000,29
Product Design,Design,successful,732,US,38187,20000,44
Video Games,Games,canceled,21,US,590,30000,29
Art Books,Publishing,failed,82,US,10376,20000,32
Tabletop Games,Games,successful,88,GB,8682.84,1725.35,14
Product Design,Design,successful,164,CA,6598.81,786.04,29
Apps,Technology,failed,1,US,2,5000,44
Music,Music,undefined,0,undefined,2194.15,1567.25,39
Documentary,Film & Video,failed,7,US,185,65000,31
Product Design,Design,failed,38,US,8164,10000,30
Electronic Music,Music,failed,1,GB,20.79,714.55,27
Apps,Technology,failed,4,US,141,50000,29
Mobile Games,Games,canceled,17,GB,148.53,148.53,37
Film & Video,Film & Video,failed,22,US,2474,40000,55
Documentary,Film & Video,failed,8,US,370,500,44
Fiction,Publishing,successful,13,US,1230,1000,29
Public Art,Art,failed,2,US,101,95000,59
Tabletop Games,Games,successful,165,US,12637,10000,29
Mobile Games,Games,failed,1,CA,4.02,241157.56,44
Art Books,Publishing,successful,668,ES,28937.18,5452.03,29
Graphic Design,Design,failed,6,US,91,10000,59
World Music,Music,successful,272,US,9046,5000,59
Documentary,Film & Video,failed,4,US,365,15000,39
Digital Art,Art,failed,2,US,95,510,29
Webseries,Film & Video,failed,28,US,3165,10000,29
Graphic Design,Design,failed,8,FR,281.1,1256.97,29
Video Art,Art,successful,93,US,5080,5000,29
Electronic Music,Music,successful,31,CA,1208.53,939.76,13
Webseries,Film & Video,failed,4,US,57,7500,29
Product Design,Design,successful,2322,US,310348,50000,35
Painting,Art,successful,38,US,1550,550,29
Comics,Comics,successful,16,US,163,10,29
Video Games,Games,canceled,82,ES,3974.9,55544.98,34
Hardware,Technology,successful,187,AU,11744.09,11555.35,29
Documentary,Film & Video,failed,6,US,276,5000,87
Tabletop Games,Games,successful,23,US,824,250,26
Film & Video,Film & Video,failed,0,US,0,2000,24
Fiction,Publishing,canceled,1,US,25,600,29
Anthologies,Comics,successful,196,US,11196,7000,32
Fiction,Publishing,successful,110,US,4440,350,38
Documentary,Film & Video,failed,10,US,276,12500,32
Comedy,Film & Video,failed,53,US,4395.25,17500,44
Documentary,Film & Video,failed,13,US,385,12000,27
Playing Cards,Games,failed,6,US,723,25000,29
Painting,Art,successful,2,US,2035,200,29
Tabletop Games,Games,successful,35,US,1596,1000,31
Young Adult,Publishing,failed,0,BE,0,333.92,29
Jazz,Music,successful,116,US,5630,5000,52
Music,Music,failed,17,US,520,10000,29
Fiction,Publishing,failed,2,US,7515,100000,29
Classical Music,Music,successful,28,US,1250,1200,29
Hardware,Technology,successful,61,US,21966,20000,44
Documentary,Film & Video,successful,91,US,10170,10000,47
Art,Art,canceled,2,US,150,15000,40
Publishing,Publishing,failed,5,US,300,3000,20
World Music,Music,failed,70,US,3804.81,12000,29
Narrative Film,Film & Video,successful,290,AU,33603.38,32377.43,26
Product Design,Design,failed,4,US,166,2800,34
Indie Rock,Music,successful,41,US,2065,2000,34
Art,Art,successful,253,US,7877,2000,29
Web,Technology,failed,0,US,0,240000,41
Nonfiction,Publishing,failed,9,US,807,19500,59
Photo,Journalism,failed,4,NL,83.87,8859.7,29
Tabletop Games,Games,successful,528,SE,30131.58,17653.7,29
Photobooks,Photography,failed,0,CA,0,4230.12,39
Webseries,Film & Video,failed,0,GB,0,5772.92,29
Shorts,Film & Video,successful,32,US,2700,2500,29
Country & Folk,Music,failed,1,US,30,3500,44
Documentary,Film & Video,failed,0,US,0,55500,29
Tabletop Games,Games,successful,182,US,23783.01,15000,37
Public Art,Art,failed,2,US,155,2000,26
Indie Rock,Music,successful,34,US,955,800,30
Art,Art,successful,149,US,6580.75,925,22
Food,Food,failed,37,US,2162,18750,30
Music,Music,live,3,US,174,10000,59
Art,Art,failed,0,US,0,4000,31
Documentary,Film & Video,failed,69,US,9385.88,35000,29
Jazz,Music,failed,30,US,1182,4800,45
Drinks,Food,successful,287,US,34697,20000,29
Documentary,Film & Video,successful,127,US,20019,15000,29
Shorts,Film & Video,successful,20,US,2325,2000,29
Classical Music,Music,successful,5,US,505,500,14
Classical Music,Music,failed,11,US,620,10000,29
Design,Design,failed,3,GB,99.92,1513.96,25
Live Games,Games,failed,3,US,166,30000,44
Art Books,Publishing,successful,3,US,39,29,29
Shorts,Film & Video,successful,96,US,6880,3500,89
Art,Art,failed,14,US,565,1500,29
Publishing,Publishing,successful,17,GB,338.73,285.84,29
Shorts,Film & Video,failed,2,US,26,2000,29
Shorts,Film & Video,failed,12,US,2036,10000,34
Indie Rock,Music,successful,65,US,3241,3000,44
Indie Rock,Music,successful,50,US,2220.43,2150,17
Narrative Film,Film & Video,failed,3,US,225,40000,29
Small Batch,Food,successful,99,US,12197,12000,27
Fiction,Publishing,failed,0,DE,0,8156.96,29
Music,Music,undefined,0,undefined,0,1500,29
Nonfiction,Publishing,failed,10,US,602,4900,34
Mixed Media,Art,failed,9,US,187,1100,29
Animation,Film & Video,failed,0,US,0,1500,34
Comics,Comics,canceled,0,US,0,2500,59
Country & Folk,Music,failed,1,US,1,75000,59
Photography,Photography,successful,98,US,7094,7000,29
Product Design,Design,failed,65,US,5926,25000,29
Children's Books,Publishing,successful,33,US,1110,300,35
Film & Video,Film & Video,failed,4,US,675,6500,29
Video Art,Art,canceled,4,US,101,1000,29
Television,Film & Video,canceled,0,US,0,25000,29
Documentary,Film & Video,failed,53,US,4315,60000,59
Film & Video,Film & Video,successful,52,US,5286,5000,29
Restaurants,Food,failed,1,US,1,60000,59
Video Games,Games,canceled,2,US,520,6000,59
Web,Technology,failed,6,GB,171.98,29149.42,34
Webseries,Film & Video,failed,1,US,25,5000,33
